IdProdukt_RodzajProdukt;IdCN;NazwaProdukt_RodzajProdukt_CN;IdStatus;Status;DataDodania;DodanyPrzez;DataModyfikacji;ZmodyfikowanyPrzez;DataUsuniecia;UsunietyPrzez
01.11.81.0_;1201 90 00;Nasiona soi ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.82.0_111;1202 30 00;Orzeszki ziemne w łupinach na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.82.0_;1202 41 00;Orzeszki ziemne w łupinach ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.91.0_111;1204 00 10;Nasiona lnu na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.91.0_111;1204 00 90;Nasiona lnu na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.92.0_111;1207 50 10;Nasiona gorczycy na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.92.0_111;1207 50 90;Nasiona gorczycy na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.93.0_111;1205 10 10;Nasiona rzepaku i rzepiku na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.93.0_111;1205 10 90;Nasiona rzepaku i rzepiku na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.93.0_111;1205 90 00;Nasiona rzepaku i rzepiku na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.94.0_111;1207 40 10;Nasiona sezamu na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.94.0_111;1207 40 90;Nasiona sezamu na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.95.0_111;1206 00 10;Nasiona słonecznika na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.95.0_111;1206 00 91*;Nasiona słonecznika na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.95.0_111;1206 00 99;Nasiona słonecznika na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.96.0_111;1207 30 00;Nasiona rącznika na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_;1207 10 00;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_111;1207 60 00;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_111;1207 70 00;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_111;1207 91 10;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_111;1207 91 90;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_111;1207 99 20;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_;1207 99 91;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.11.99.0_;1207 99 96*;Pozostałe nasiona oleiste, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.12.10.0_;1006 10 10;RYŻ NIEŁUSKANY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.12.10.0_;1006 10 30;RYŻ NIEŁUSKANY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.12.10.0_;1006 10 50;RYŻ NIEŁUSKANY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.12.10.0_;1006 10 71;RYŻ NIEŁUSKANY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.12.10.0_;1006 10 79;RYŻ NIEŁUSKANY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.12.10.0_;1006 10 90;RYŻ NIEŁUSKANY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.11.0_;0709 20 00;Szparagi ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.12.0_;0704 20 00*;Kapusta ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.12.0_;0704 90 10*;Kapusta ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.12.0_;0704 90 90*;Kapusta ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.13.0_;0704 10 10;Kalafiory i brokuły ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.13.0_;0704 10 90;Kalafiory i brokuły ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.14.0_;0705 11 00*;Sałata ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.14.0_;0705 19 00*;Sałata ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.15.0_;0705 21 00*;Cykoria ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.15.0_;0705 29 00*;Cykoria ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.16.0_;0709 70 00*;Szpinak ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.17.0_;0709 91 00*;Karczochy ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.19.0_;0709 99 10*;Pozostałe warzywa liściowe i łodygowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.19.0_;0709 99 20*;Pozostałe warzywa liściowe i łodygowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.19.0_;0709 99 50*;Pozostałe warzywa liściowe i łodygowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.19.0_;0709 99 90*;Pozostałe warzywa liściowe i łodygowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.21.0_;0807 11 00*;Arbuzy ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.29.0_;0807 19 00*;Melony ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.31.0_;0709 60 10*;Papryka i inne warzywa owocowe (wyłącznie z rodzaju Capsicum) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.31.0_;0709 60 91;Papryka i inne warzywa owocowe (wyłącznie z rodzaju Capsicum) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.31.0_;0709 60 95*;Papryka i inne warzywa owocowe (wyłącznie z rodzaju Capsicum) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.31.0_;0709 60 99*;Papryka i inne warzywa owocowe (wyłącznie z rodzaju Capsicum) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.32.0_;0707 00 05*;Ogórki i korniszony ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.32.0_;0707 00 90*;Ogórki i korniszony ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.33.0_;0709 30 00*;Bakłażany (oberżyny) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.34.0_;0702 00 00*;Pomidory ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 60 95*;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 60 99*;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 93 10*;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 93 90*;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 99 40;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 99 60*;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.39.0_;0709 99 90*;Pozostałe, świeże lub schłodzone warzywa owocowe, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.41.0_;0706 10 00*;Marchew i rzepa ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.42.0_;0703 20 00*;Czosnek ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.43.0_;0703 10 11;Cebula ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.43.0_;0703 10 19*;Cebula ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.43.0_;0703 10 90*;Cebula ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.44.0_;0703 90 00*;Pory i pozostałe warzywa z rodziny czosnkowatych ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.49.0_;0706 90 10*;Pozostałe, świeże lub schłodzone warzywa korzeniowe, cebulowe i bulwiaste, z wyłączeniem warzyw o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.49.0_;0706 90 30*;Pozostałe, świeże lub schłodzone warzywa korzeniowe, cebulowe i bulwiaste, z wyłączeniem warzyw o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.49.0_;0706 90 90*;Pozostałe, świeże lub schłodzone warzywa korzeniowe, cebulowe i bulwiaste, z wyłączeniem warzyw o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.51.0_;0701 10 00;Ziemniaki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.51.0_;0701 90 10;Ziemniaki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.51.0_;0701 90 50*;Ziemniaki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.51.0_;0701 90 90*;Ziemniaki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.52.0_;0714 20 10;Ziemniaki słodkie (bataty, pataty) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.52.0_;0714 20 90;Ziemniaki słodkie (bataty, pataty) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.53.0_;0714 10 00;Maniok (cassava) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.54.0_;0714 40 00;Kolokazja jadalna (taro) ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.59.0_;0714 30 00;Pozostałe jadalne korzenie i bulwy o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.59.0_;0714 50 00;Pozostałe jadalne korzenie i bulwy o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.59.0_;0714 90 20;Pozostałe jadalne korzenie i bulwy o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.59.0_;0714 90 90;Pozostałe jadalne korzenie i bulwy o dużej zawartości skrobi i inuliny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.60.0_111;1209 91 30;Nasiona warzyw, z wyłączeniem nasion buraków cukrowych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.60.0_;1209 91 80;Nasiona warzyw, z wyłączeniem nasion buraków cukrowych ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.71.0_;1212 91 20;Buraki cukrowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.71.0_;1212 91 80;Buraki cukrowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.72.0_111;1209 10 00;Nasiona buraków cukrowych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_111;0709 51 00*;GRZYBY I TRUFLE na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_;0709 52 00;GRZYBY I TRUFLE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_;0709 53 00;GRZYBY I TRUFLE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_;0709 54 00;GRZYBY I TRUFLE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_;0709 55 00;GRZYBY I TRUFLE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_;0709 56 00;GRZYBY I TRUFLE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.80.0_;0709 59 00;GRZYBY I TRUFLE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.90.0_;0708 20 00*;WARZYWA ŚWIEŻE, GDZIE INDZIEJ NIESKLASYFIKOWANE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.90.0_;0709 40 00*;WARZYWA ŚWIEŻE, GDZIE INDZIEJ NIESKLASYFIKOWANE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.90.0_;0709 99 90*;WARZYWA ŚWIEŻE, GDZIE INDZIEJ NIESKLASYFIKOWANE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.13.90.0_;1214 90 90*;WARZYWA ŚWIEŻE, GDZIE INDZIEJ NIESKLASYFIKOWANE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.14.10.0_;1212 93 00;TRZCINA CUKROWA ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.15.10.0_;2401 10 35;TYTOŃ NIEPRZETWORZONY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.15.10.0_;2401 10 60;TYTOŃ NIEPRZETWORZONY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.15.10.0_;2401 10 70;TYTOŃ NIEPRZETWORZONY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.15.10.0_;2401 10 85;TYTOŃ NIEPRZETWORZONY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.15.10.0_;2401 10 95;TYTOŃ NIEPRZETWORZONY ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.11.0_111;1207 21 00;Bawełna niezgrzeblona i nieczesana na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.11.0_;1207 29 00;Bawełna niezgrzeblona i nieczesana ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.11.0_;5201 00 10;Bawełna niezgrzeblona i nieczesana ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.11.0_;5201 00 90;Bawełna niezgrzeblona i nieczesana ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.12.0_;5303 10 00;Juta, kenaf i pozostałe włókna tekstylne łykowe, surowe lub roszone, z wyłączeniem lnu, konopi i ramii ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.19.0_;5301 10 00;Len, konopie oraz pozostałe surowe rośliny włókniste, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.19.0_;5302 10 00;Len, konopie oraz pozostałe surowe rośliny włókniste, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.16.19.0_;5305 00 00*;Len, konopie oraz pozostałe surowe rośliny włókniste, gdzie indziej niesklasyfikowane ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.10.0_;1214 90 10;ROŚLINY PASTEWNE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.10.0_;1214 90 90*;ROŚLINY PASTEWNE ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 11 00;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 12 00;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 13 00;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 14 00;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 15 00;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 19 10;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 19 20;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 19 70;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.21.0_;0603 90 00;Kwiaty cięte i pąki kwiatowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.22.0_111;1209 30 00;Nasiona kwiatów na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 21 00;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 22 10;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 22 80;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 23 11;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 23 15;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 23 80;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 24 00;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_;1209 25 10;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_;1209 25 90;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 29 45;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 29 50;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 29 60;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.31.0_111;1209 29 80;Nasiona roślin pastewnych, włączając nasiona buraków pastewnych na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.19.39.0_111;1212 99 95*;Pozostałe surowe produkty roślinne, gdzie indziej niesklasyfikowane na nasiona/sadzonki;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.21.11.0_;0806 10 10;Winogrona stołowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.21.12.0_;0806 10 90;Pozostałe winogrona świeże ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.11.0_;0804 40 00*;Awokado ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.12.0_;0803 10 10*;Banany, plantany itp. ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.12.0_;0803 90 11*;Banany, plantany itp. ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.12.0_;0803 90 19*;Banany, plantany itp. ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.13.0_;0804 10 00*;Daktyle ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.14.0_;0804 20 10;Figi ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.19.0_;0804 30 00*;Pozostałe świeże owoce tropikalne i podzwrotnikowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.19.0_;0804 50 00*;Pozostałe świeże owoce tropikalne i podzwrotnikowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.19.0_;0807 20 00*;Pozostałe świeże owoce tropikalne i podzwrotnikowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.19.0_;0810 60 00*;Pozostałe świeże owoce tropikalne i podzwrotnikowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.22.19.0_;0810 90 75*;Pozostałe świeże owoce tropikalne i podzwrotnikowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.11.0_;0805 40 00*;Pomelo i grejpfruty ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.12.0_;0805 50 10*;Cytryny i limonki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.12.0_;0805 50 90*;Cytryny i limonki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.13.0_;0805 10 22*;Pomarańcze ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.13.0_;0805 10 24*;Pomarańcze ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.13.0_;0805 10 28*;Pomarańcze ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.13.0_;0805 10 80*;Pomarańcze ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.14.0_;0805 21 10*;Mandarynki, klementynki i tangeryny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.14.0_;0805 21 90*;Mandarynki, klementynki i tangeryny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.14.0_;0805 22 00*;Mandarynki, klementynki i tangeryny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.14.0_;0805 29 00*;Mandarynki, klementynki i tangeryny ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.23.19.0_;0805 90 00*;Pozostałe świeże owoce cytrusowe ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.10.0_;0808 10 10;JABŁKA ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.10.0_;0808 10 80*;JABŁKA ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.21.0_;0808 30 10;Gruszki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.21.0_;0808 30 90*;Gruszki ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.22.0_;0808 40 00*;Pigwy ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.23.0_;0809 10 00*;Morele ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.24.0_;0809 21 00;Wiśnie i czereśnie ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.24.0_;0809 29 00*;Wiśnie i czereśnie ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.25.0_;0809 30 20*;Brzoskwinie ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
01.24.25.0_;0809 30 80*;Brzoskwinie ;D;Dodany;2025-04-08 00:11:50;Darek Osuch;;;;
